frame,track,x,y,width,height,angle,n,ignore,track_fixed
1,1,515.995423340961,343.546338672769,42.2569794913235,52.7508451642656,119.734572523292,1748,FALSE,1
2,1,518.442825112108,367.741591928251,43.0548695674554,52.9397713514883,4.07463582200457,1784,FALSE,1
3,1,498.675920679887,377.549575070822,42.5053131803609,52.9907587819907,65.7001855437424,1765,FALSE,1
4,1,482.766344513928,359.491188175099,42.3506012470554,53.0086804645555,127.733781145835,1759,FALSE,1
5,1,487.825620767494,332.45316027088,42.833043961691,52.8993733465522,13.2148095633237,1772,FALSE,1
6,1,514.209841628959,323.828619909502,42.8492851140156,52.6767186629278,79.6313297056722,1768,FALSE,1
7,1,530.765563656758,345.159842961301,42.8327281849254,53.1636034212134,146.895874233336,1783,FALSE,1
8,1,520.827546955037,368.23562891292,42.4162049585144,52.8506875694515,39.5671067079981,1757,FALSE,1
9,1,498.224801812005,362.731030577576,42.6852827836797,52.8686108662115,100.451569921842,1766,FALSE,1
10,1,493.849607182941,336.077441077441,42.9216542098176,52.9981356040295,167.487191537003,1782,FALSE,1
11,1,515.227374301676,316.591061452514,42.743113767053,53.4324760216972,54.4096888613176,1790,FALSE,1
12,1,538.988248461108,328.355903749301,42.4553880761935,53.7554952699883,121.410720807696,1787,FALSE,1
13,1,543.052927927928,354.759572072072,43.279238972725,52.4543638337075,1.6389264135518,1776,FALSE,1
14,1,521.130952380953,365.756802721088,42.6009838748674,52.8806371148024,65.4447594836792,1764,FALSE,1
15,1,503.199328107503,349.477043673012,42.7272109272658,53.3485547607496,129.810514383993,1786,FALSE,1
16,1,512.626674107143,325.895089285714,42.9763899594475,53.2799941717426,18.6373724999239,1792,FALSE,1
17,1,539.700447928331,321.247480403136,42.9418560088185,53.1082284604614,83.4558622931507,1786,FALSE,1
18,1,557.927241962775,342.137619853356,42.5397907341362,53.2186575922082,151.605185646409,1773,FALSE,1
19,1,546.827836780324,361.619899385131,42.7873960329243,53.3408845787527,33.84020243666,1789,FALSE,1
20,1,523.468013468014,356.240740740741,42.951965841751,53.0108813083181,101.134379196175,1782,FALSE,1
21,1,515.484104852203,331.500836586726,43.154566903697,53.0261434004876,162.630948807155,1793,FALSE,1
22,1,537.546621998883,313.79508654383,42.6768677914511,53.5646742288769,51.4429829846489,1791,FALSE,1
23,1,562.67587373168,322.038895152198,42.5905316021782,53.2150865168703,117.890709998393,1774,FALSE,1
24,1,567.963442069741,348.735095613048,42.7832209043175,53.0730515315273,2.51456392473382,1778,FALSE,1
25,1,547.330546265329,357.454849498328,43.018773000484,53.2151679543046,59.9415297804355,1794,FALSE,1
